age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
30,admin.,single,secondary,no,914,yes,no,cellular,28,oct,524,3,272,1,failure,yes
57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,207,1,194,1,success,yes
31,management,married,tertiary,no,81,yes,no,cellular,29,oct,164,2,-1,0,,yes
52,blue-collar,married,secondary,no,2230,no,no,cellular,29,oct,423,3,-1,0,,yes
25,management,single,tertiary,no,667,no,no,cellular,29,oct,408,2,-1,0,,no
36,management,married,tertiary,no,203,no,no,cellular,29,oct,139,1,-1,0,,yes
55,management,married,tertiary,no,13578,no,no,cellular,29,oct,247,2,-1,0,,no
64,management,married,tertiary,no,3951,no,no,cellular,29,oct,164,1,-1,0,,yes
54,technician,married,,no,240,yes,no,cellular,29,oct,142,1,-1,0,,yes
26,admin.,single,secondary,no,338,no,no,cellular,29,oct,209,1,188,2,,yes
51,self-employed,single,secondary,no,0,no,no,cellular,29,oct,1707,2,-1,0,,yes
72,retired,married,secondary,no,0,no,no,cellular,29,oct,189,3,-1,0,,yes
30,management,single,tertiary,no,0,no,no,cellular,29,oct,437,2,-1,0,,no
30,management,married,tertiary,no,944,no,no,cellular,29,oct,251,2,-1,0,,yes
61,blue-collar,married,secondary,no,272,no,no,cellular,29,oct,318,1,269,1,failure,no
60,blue-collar,married,primary,no,5,no,no,cellular,29,oct,401,1,-1,0,,yes
30,management,single,tertiary,no,697,no,no,cellular,29,oct,215,3,80,5,success,yes
39,management,married,tertiary,no,53,yes,no,cellular,29,oct,679,1,-1,0,,no
45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,,yes
32,unemployed,single,tertiary,no,685,yes,no,cellular,29,oct,262,1,204,1,other,no
66,retired,married,tertiary,no,1948,no,no,cellular,29,oct,106,2,269,2,failure,yes
50,technician,married,secondary,no,3654,no,no,cellular,29,oct,215,2,78,2,other,yes
54,housemaid,married,secondary,no,962,yes,no,cellular,29,oct,288,3,-1,0,,yes
28,student,single,tertiary,no,2306,no,no,cellular,29,oct,140,2,-1,0,,no
35,admin.,single,tertiary,no,980,no,no,cellular,29,oct,68,2,-1,0,,no
47,management,single,tertiary,no,551,no,no,cellular,29,oct,124,1,-1,0,,yes
53,technician,married,tertiary,no,395,no,no,cellular,29,oct,136,1,148,1,failure,yes
47,management,single,tertiary,no,159,no,no,telephone,29,oct,220,3,155,3,other,yes
80,retired,married,primary,no,997,no,no,cellular,29,oct,746,2,86,1,other,yes
61,management,married,tertiary,no,477,yes,no,cellular,29,oct,377,1,520,1,other,yes
34,technician,single,secondary,no,920,yes,no,cellular,29,oct,250,1,342,5,failure,no
47,management,married,tertiary,no,3663,no,no,cellular,29,oct,424,2,213,3,success,yes
36,technician,married,tertiary,no,1327,no,no,cellular,29,oct,174,2,-1,0,,no
62,blue-collar,married,primary,no,115,no,no,telephone,29,oct,157,4,183,3,failure,no
30,technician,single,secondary,no,853,no,no,cellular,29,oct,279,1,148,1,failure,yes
21,student,single,primary,no,8278,no,no,cellular,29,oct,445,1,-1,0,,yes
56,retired,married,primary,no,1947,no,no,cellular,30,oct,631,2,149,3,failure,no
67,,married,tertiary,no,7687,no,no,telephone,30,oct,70,3,-1,0,,no
62,management,married,tertiary,no,7458,no,no,cellular,30,oct,212,2,-1,0,,yes
37,management,married,tertiary,no,7974,yes,no,cellular,30,oct,176,5,158,7,other,no
41,unemployed,married,tertiary,no,0,no,no,cellular,30,oct,373,3,-1,0,,yes
84,retired,married,primary,no,1791,no,no,telephone,30,oct,62,3,-1,0,,no
32,management,single,tertiary,no,2846,yes,no,cellular,30,oct,160,1,-1,0,,no
30,technician,single,tertiary,no,53,no,no,cellular,30,oct,155,1,184,1,success,no
33,management,single,tertiary,no,2934,no,no,cellular,30,oct,59,1,-1,0,,no
49,management,divorced,tertiary,no,348,no,no,cellular,30,oct,125,1,-1,0,,yes
26,technician,single,secondary,no,44,no,no,cellular,30,oct,217,1,-1,0,,yes
36,blue-collar,married,secondary,no,1193,no,no,cellular,30,oct,640,1,-1,0,,yes
87,retired,married,primary,no,230,no,no,cellular,30,oct,144,1,-1,0,,yes
61,retired,married,primary,no,8729,no,no,cellular,30,oct,480,1,-1,0,,yes
52,self-employed,married,tertiary,no,730,yes,no,cellular,30,oct,180,2,-1,0,,no
47,unemployed,married,tertiary,no,1725,yes,yes,cellular,30,oct,183,2,-1,0,,no
70,retired,married,secondary,no,2384,no,no,cellular,30,oct,196,2,-1,0,,yes
60,management,married,tertiary,no,3401,no,no,cellular,30,oct,294,1,270,1,failure,yes
41,services,married,tertiary,no,881,no,no,cellular,30,oct,257,3,-1,0,,yes
46,housemaid,married,primary,no,3512,no,no,cellular,30,oct,175,1,197,1,failure,yes
22,student,single,secondary,no,1522,no,no,cellular,30,oct,368,2,-1,0,,yes
51,,married,,no,1585,no,no,telephone,30,oct,152,4,-1,0,,no
60,retired,divorced,secondary,no,4243,no,no,cellular,30,oct,416,2,-1,0,,yes
28,student,single,tertiary,no,3717,no,no,telephone,30,oct,177,2,-1,0,,no
60,retired,divorced,primary,no,8434,no,no,telephone,2,nov,105,2,-1,0,,no
33,management,married,tertiary,no,3301,yes,no,cellular,2,nov,131,2,171,2,failure,no
37,management,married,primary,no,1506,no,no,cellular,2,nov,101,3,80,3,success,no
57,management,married,tertiary,no,1832,yes,no,cellular,2,nov,131,2,-1,0,,no
20,student,single,primary,no,0,no,no,cellular,2,nov,69,4,182,4,failure,no
33,management,single,tertiary,no,2485,yes,no,cellular,2,nov,91,2,-1,0,,no
30,technician,single,secondary,no,846,no,no,cellular,2,nov,75,2,-1,0,,no
29,technician,single,secondary,no,3851,no,no,cellular,2,nov,59,2,-1,0,,no
38,technician,married,tertiary,no,732,no,no,cellular,2,nov,53,2,161,1,failure,no
70,technician,married,secondary,no,3020,no,no,telephone,2,nov,358,2,186,1,failure,no
39,technician,married,tertiary,no,508,no,no,cellular,2,nov,154,3,-1,0,,no
51,technician,married,secondary,no,39,no,no,cellular,2,nov,173,1,-1,0,,no
32,management,single,tertiary,no,9317,no,no,cellular,2,nov,92,3,-1,0,,no
65,retired,married,primary,no,1992,no,no,telephone,2,nov,459,1,-1,0,,no
32,technician,single,tertiary,no,600,no,no,cellular,2,nov,272,1,-1,0,,no
29,student,single,tertiary,no,3054,no,no,cellular,2,nov,204,1,186,7,success,no
54,technician,married,secondary,no,473,no,yes,cellular,2,nov,182,1,81,1,failure,yes
33,management,single,tertiary,no,576,no,no,cellular,2,nov,144,1,-1,0,,no
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,nov,188,1,186,1,success,yes
32,student,married,secondary,no,833,yes,no,telephone,2,nov,227,5,164,3,other,no
26,admin.,married,tertiary,no,906,no,no,cellular,2,nov,109,1,160,1,success,no
35,technician,married,secondary,no,580,yes,no,cellular,2,nov,180,2,171,1,failure,no
51,technician,married,secondary,no,580,yes,no,telephone,2,nov,117,5,-1,0,,no
58,admin.,married,secondary,no,2777,yes,no,telephone,2,nov,214,3,-1,0,,no
59,management,married,secondary,no,4412,no,no,cellular,2,nov,162,2,-1,0,,yes
66,housemaid,married,primary,no,922,no,no,telephone,2,nov,83,4,101,4,other,no
25,unemployed,married,secondary,no,1404,yes,no,cellular,2,nov,85,2,-1,0,,no
72,retired,single,tertiary,no,1285,no,no,telephone,2,nov,179,5,98,2,failure,no
55,management,divorced,tertiary,no,2037,no,no,cellular,2,nov,209,2,273,1,failure,yes
29,student,single,,no,10332,no,no,cellular,2,nov,46,3,-1,0,,yes
35,management,married,tertiary,no,1133,yes,no,cellular,3,nov,102,1,-1,0,,yes
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,nov,88,2,83,2,failure,no
44,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,1,-1,0,,yes
48,management,married,secondary,no,0,yes,yes,cellular,3,nov,1233,1,351,2,failure,yes
35,admin.,divorced,secondary,no,1224,yes,no,cellular,3,nov,187,1,-1,0,,yes
37,management,married,tertiary,no,238,no,no,cellular,3,nov,149,1,-1,0,,yes
36,management,single,tertiary,no,62,yes,no,cellular,3,nov,566,1,182,7,failure,yes
52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,412,1,-1,0,,yes
55,management,single,tertiary,no,0,no,no,cellular,3,nov,222,3,187,3,failure,no
67,retired,divorced,secondary,no,704,no,no,cellular,3,nov,537,1,-1,0,,yes
36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,217,1,70,2,failure,yes
64,retired,married,primary,no,5871,no,no,cellular,3,nov,195,1,-1,0,,no
34,management,single,tertiary,no,382,no,no,cellular,3,nov,193,1,-1,0,,no
64,management,married,,no,2352,no,no,cellular,3,nov,181,4,183,7,success,yes
45,housemaid,married,secondary,no,360,no,no,cellular,3,nov,215,1,-1,0,,yes
29,technician,single,secondary,no,938,no,no,cellular,3,nov,358,1,-1,0,,yes
40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,177,2,85,3,failure,no
33,services,married,secondary,no,1697,no,no,cellular,3,nov,179,1,-1,0,,yes
62,housemaid,married,secondary,no,2,no,no,cellular,3,nov,322,1,-1,0,,yes
27,management,single,tertiary,no,1720,no,no,cellular,3,nov,284,2,273,1,failure,yes
38,unemployed,married,tertiary,no,2812,yes,no,cellular,3,nov,322,1,187,1,success,no
76,retired,married,primary,no,1492,no,no,telephone,3,nov,383,1,-1,0,,yes
36,unemployed,married,tertiary,no,7222,yes,no,cellular,4,nov,116,4,154,1,failure,no
18,student,single,secondary,no,156,no,no,cellular,4,nov,298,2,82,4,other,no
33,admin.,married,secondary,no,0,no,no,cellular,4,nov,86,3,-1,0,,no
50,management,married,tertiary,no,112,yes,no,cellular,4,nov,70,5,85,5,other,no
31,management,married,tertiary,no,1812,no,no,cellular,4,nov,138,1,84,2,failure,no
69,technician,married,tertiary,no,482,no,no,cellular,4,nov,101,1,-1,0,,no
29,admin.,single,secondary,no,2,no,no,cellular,4,nov,85,1,142,1,failure,no
42,management,married,tertiary,no,520,no,no,cellular,4,nov,158,1,-1,0,,no
34,management,married,tertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure,yes
61,management,married,tertiary,no,6016,no,no,cellular,4,nov,199,1,275,3,success,no
34,management,married,tertiary,no,527,no,no,cellular,4,nov,272,1,-1,0,,no
33,management,single,tertiary,no,5276,no,no,cellular,4,nov,572,1,-1,0,,no
31,management,single,tertiary,no,220,yes,no,cellular,4,nov,257,2,184,2,failure,no
49,technician,married,secondary,no,402,no,no,cellular,5,nov,76,2,-1,0,,no
42,management,married,tertiary,no,603,yes,no,cellular,5,nov,298,5,-1,0,,no
78,retired,divorced,primary,no,55,no,no,telephone,5,nov,143,3,90,1,other,no
55,blue-collar,married,secondary,no,12401,no,no,telephone,5,nov,111,9,511,4,other,no
73,retired,married,secondary,no,19,no,no,cellular,5,nov,509,2,-1,0,,no
54,technician,married,secondary,no,0,no,no,cellular,6,nov,464,5,192,8,other,yes
78,retired,married,tertiary,no,226,no,no,telephone,6,nov,136,1,-1,0,,no
31,technician,married,secondary,no,2440,no,no,cellular,6,nov,312,1,-1,0,,no
60,technician,married,tertiary,no,6573,yes,no,cellular,6,nov,126,2,87,2,failure,no
67,retired,married,primary,no,942,no,no,cellular,6,nov,455,2,84,2,other,yes
24,technician,married,secondary,no,556,yes,no,cellular,6,nov,368,2,80,2,success,yes
33,technician,married,tertiary,no,1699,no,no,cellular,6,nov,178,2,94,1,success,yes
33,technician,married,secondary,no,6699,no,no,cellular,9,nov,425,1,462,1,failure,no
53,admin.,married,secondary,no,10541,no,no,cellular,9,nov,178,1,-1,0,,yes
33,student,married,secondary,no,1536,no,no,cellular,9,nov,262,1,94,2,success,yes
24,student,single,tertiary,no,235,no,no,cellular,9,nov,118,1,-1,0,,yes
32,management,single,tertiary,no,935,no,no,cellular,9,nov,165,1,91,7,success,yes
60,self-employed,married,tertiary,no,10861,no,no,cellular,9,nov,98,1,91,2,failure,yes
64,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,nov,201,1,-1,0,,yes
34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
35,management,single,tertiary,no,1228,no,no,cellular,9,nov,696,2,88,12,failure,yes
53,management,married,tertiary,no,1356,yes,no,cellular,9,nov,371,2,96,4,failure,no
24,student,single,secondary,no,125,no,no,cellular,9,nov,263,1,90,1,failure,yes
81,retired,divorced,,no,9224,no,no,telephone,9,nov,235,2,-1,0,,no
27,services,single,secondary,no,6279,yes,no,cellular,9,nov,257,1,-1,0,,no
32,technician,single,tertiary,no,1527,yes,no,cellular,9,nov,270,1,144,2,failure,no
38,management,single,tertiary,no,3141,no,no,cellular,9,nov,347,4,189,2,success,yes
47,housemaid,married,secondary,no,3940,yes,no,cellular,9,nov,171,2,96,5,success,no
45,management,married,tertiary,no,160,no,no,cellular,10,nov,182,2,194,1,success,yes
42,management,married,tertiary,no,2816,no,no,cellular,10,nov,193,2,-1,0,,yes
63,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,2,-1,0,,yes
40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,1,96,8,success,yes
31,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,318,2,97,6,success,yes
44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,95,1,95,3,success,yes
61,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,89,1,91,4,success,yes
76,retired,married,secondary,no,2302,no,no,telephone,10,nov,345,2,-1,0,,no
67,management,married,tertiary,no,405,no,no,cellular,10,nov,344,2,95,2,success,yes
33,management,married,tertiary,no,22867,yes,no,cellular,10,nov,266,2,92,3,failure,yes
57,management,married,secondary,no,2155,no,yes,cellular,10,nov,144,3,91,2,failure,yes
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,yes
79,retired,married,secondary,no,2661,no,no,cellular,10,nov,254,5,-1,0,,yes
52,unemployed,married,secondary,no,94,no,no,cellular,10,nov,293,3,190,10,failure,yes
61,self-employed,married,tertiary,no,4162,no,no,cellular,10,nov,185,1,-1,0,,no
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,yes
33,management,married,tertiary,no,1388,yes,no,cellular,10,nov,280,1,89,2,failure,no
47,admin.,married,secondary,no,0,no,no,cellular,10,nov,213,1,190,1,other,yes
27,admin.,single,secondary,no,4590,yes,no,cellular,10,nov,131,4,89,3,failure,yes
70,retired,married,secondary,no,1164,no,no,telephone,10,nov,208,2,-1,0,,no
52,technician,married,tertiary,no,1785,no,no,cellular,10,nov,133,3,89,1,failure,no
32,management,single,tertiary,no,2134,no,no,cellular,10,nov,98,2,-1,0,,no
73,retired,married,primary,no,9160,no,no,cellular,11,nov,516,2,90,3,other,no
63,retired,married,secondary,no,3579,no,no,telephone,11,nov,93,2,-1,0,,no
49,management,married,primary,no,3371,no,no,cellular,11,nov,269,2,-1,0,,yes
35,management,single,tertiary,no,612,no,no,cellular,11,nov,158,1,195,1,failure,no
35,admin.,single,tertiary,no,5007,yes,no,cellular,11,nov,133,1,90,3,failure,no
23,technician,single,secondary,no,598,no,no,cellular,11,nov,406,1,195,1,failure,yes
26,management,single,tertiary,no,943,no,no,cellular,11,nov,166,1,195,1,success,yes
58,blue-collar,married,secondary,no,381,no,no,cellular,11,nov,79,4,-1,0,,no
40,management,married,tertiary,no,9366,no,no,cellular,11,nov,69,3,-1,0,,yes
32,technician,single,tertiary,no,6746,no,no,cellular,11,nov,199,1,-1,0,,yes
51,management,married,tertiary,no,938,no,no,cellular,11,nov,98,2,97,3,failure,no
33,services,married,secondary,no,1076,no,no,cellular,11,nov,131,1,96,5,failure,yes
35,management,married,tertiary,no,0,yes,no,cellular,11,nov,229,2,96,3,success,yes
53,management,married,tertiary,no,1624,no,no,cellular,11,nov,166,3,97,7,success,yes
20,student,single,,no,801,no,no,cellular,11,nov,244,2,-1,0,,yes
28,student,single,tertiary,no,3,no,no,cellular,11,nov,135,2,148,1,other,no
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,nov,172,1,91,5,success,yes
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,nov,241,1,92,1,success,yes
39,management,single,tertiary,no,1509,no,no,cellular,11,nov,248,1,-1,0,,no
21,student,single,secondary,no,123,no,no,telephone,11,nov,513,1,91,1,success,yes
36,blue-collar,single,secondary,no,3623,no,no,,12,nov,71,1,378,1,success,yes
31,management,single,tertiary,no,533,no,no,cellular,12,nov,90,3,93,6,success,yes
42,technician,married,secondary,no,994,yes,no,cellular,12,nov,227,3,93,6,success,yes
28,self-employed,single,tertiary,no,805,no,no,cellular,12,nov,116,5,170,2,failure,no
27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,196,1,success,yes
57,unemployed,married,secondary,no,2299,no,no,cellular,12,nov,39,3,-1,0,,no
33,services,married,secondary,no,386,no,no,cellular,12,nov,253,1,92,4,failure,yes
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes
65,retired,married,secondary,no,1370,no,no,cellular,12,nov,177,1,92,1,failure,no
54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,-1,0,,yes
63,retired,married,primary,no,8044,no,no,cellular,12,nov,702,1,-1,0,,no
72,retired,married,secondary,no,4130,no,no,cellular,12,nov,427,1,-1,0,,no
30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,110,1,279,1,failure,yes
51,management,married,tertiary,no,346,no,no,cellular,12,nov,134,2,192,3,failure,yes
32,management,married,tertiary,no,1331,no,no,cellular,12,nov,126,1,92,5,failure,yes
54,,married,secondary,no,2206,no,no,cellular,12,nov,104,1,99,2,other,yes
82,retired,divorced,tertiary,no,0,no,no,telephone,12,nov,226,1,-1,0,,yes
47,management,married,tertiary,no,4693,no,yes,cellular,12,nov,89,1,97,3,success,yes
48,blue-collar,married,secondary,no,1230,yes,no,cellular,12,nov,169,1,196,2,success,yes
61,retired,married,primary,no,1720,no,no,cellular,12,nov,150,1,463,5,failure,no
77,retired,divorced,secondary,no,3417,no,no,cellular,12,nov,134,1,-1,0,,yes
36,entrepreneur,married,secondary,no,2971,no,no,cellular,12,nov,247,1,97,8,failure,yes
72,retired,married,primary,no,3232,no,no,cellular,12,nov,771,2,-1,0,,no
75,retired,married,secondary,no,324,no,no,telephone,12,nov,124,2,91,4,other,no
33,admin.,single,tertiary,no,280,no,no,cellular,12,nov,189,2,-1,0,,no
38,admin.,married,secondary,no,1767,yes,no,cellular,12,nov,893,7,-1,0,,yes
27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes
39,student,single,,no,64,no,no,cellular,12,nov,366,2,98,1,failure,no
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes
33,technician,married,secondary,no,133,no,no,cellular,12,nov,627,2,192,1,success,yes
27,admin.,single,secondary,no,4745,no,no,telephone,12,nov,411,4,192,1,other,yes
50,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,176,2,197,2,success,yes
50,technician,divorced,,no,2794,no,no,cellular,13,nov,350,5,93,2,success,no
43,unemployed,divorced,secondary,no,1854,no,no,cellular,13,nov,131,2,197,1,success,no
64,retired,married,secondary,no,2031,no,no,cellular,13,nov,202,5,-1,0,,no
45,blue-collar,married,,no,1529,yes,no,cellular,13,nov,181,1,197,1,success,yes
76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,92,3,success,yes
63,management,married,tertiary,no,5112,no,no,telephone,13,nov,2184,2,95,3,failure,yes
81,retired,married,primary,no,5220,no,no,telephone,13,nov,135,1,94,2,other,yes
77,retired,married,primary,no,2590,no,no,telephone,13,nov,212,3,277,12,failure,yes
71,retired,married,primary,no,2600,no,no,cellular,13,nov,186,2,98,1,success,yes
46,management,married,tertiary,no,2671,no,no,cellular,13,nov,180,3,91,4,success,no
39,admin.,married,secondary,no,260,yes,no,cellular,13,nov,226,1,94,4,success,yes
38,entrepreneur,married,tertiary,no,1438,no,no,cellular,13,nov,122,5,-1,0,,no
75,retired,divorced,secondary,no,2199,no,no,telephone,13,nov,137,1,-1,0,,no
37,admin.,single,secondary,no,115,no,no,cellular,13,nov,122,4,101,5,failure,no
18,student,single,primary,no,608,no,no,cellular,13,nov,210,1,93,1,success,yes
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
61,management,married,secondary,no,1471,no,no,cellular,13,nov,632,1,93,2,failure,no
44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,1,92,1,success,yes
67,retired,married,secondary,no,1146,no,no,cellular,13,nov,259,1,92,2,failure,yes
61,retired,married,primary,no,2863,no,no,cellular,13,nov,264,1,-1,0,,no
31,services,single,secondary,no,181,no,no,cellular,13,nov,239,2,93,2,success,yes
61,retired,married,secondary,no,3114,no,no,cellular,13,nov,381,1,-1,0,,yes
36,technician,single,secondary,no,376,no,no,cellular,13,nov,193,1,92,1,success,yes
56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,2,92,4,success,yes
74,retired,married,primary,no,0,no,no,telephone,13,nov,332,2,92,2,success,no
62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,2,-1,0,,yes
33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,2,91,2,success,yes
24,student,single,secondary,no,382,no,no,cellular,13,nov,256,2,92,3,failure,yes
33,management,single,tertiary,no,2465,no,no,cellular,16,nov,139,2,95,1,success,no
34,management,married,tertiary,no,2599,no,no,cellular,16,nov,95,1,200,2,success,no
33,admin.,married,secondary,no,920,no,no,cellular,16,nov,130,1,95,2,failure,yes
34,blue-collar,single,,no,129,yes,yes,cellular,16,nov,295,1,200,2,success,yes
58,admin.,married,secondary,no,169,no,no,cellular,16,nov,301,1,94,3,failure,yes
61,retired,married,,no,209,no,no,cellular,16,nov,1011,1,94,4,success,no
37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,1,94,2,success,yes
64,retired,married,,no,679,no,no,telephone,16,nov,167,1,-1,0,,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,yes
37,management,married,tertiary,no,2987,yes,no,telephone,16,nov,135,8,96,1,success,no
31,admin.,single,secondary,no,270,no,no,cellular,16,nov,176,1,200,2,success,no
25,technician,single,secondary,no,5695,no,no,cellular,16,nov,124,1,-1,0,,no
41,unemployed,divorced,primary,no,487,no,no,cellular,16,nov,163,1,200,1,failure,no
22,student,single,secondary,no,1925,no,no,cellular,16,nov,84,1,196,1,failure,no
22,student,single,,no,410,no,no,cellular,16,nov,365,1,-1,0,,no
57,admin.,married,secondary,no,367,no,no,telephone,16,nov,107,2,-1,0,,no
63,management,married,tertiary,no,3115,no,no,cellular,16,nov,432,5,-1,0,,yes
34,student,single,,no,86,no,no,cellular,16,nov,244,2,178,1,failure,no
33,management,married,tertiary,no,71,no,no,cellular,16,nov,136,1,287,1,failure,no
42,self-employed,married,tertiary,no,10072,no,no,cellular,16,nov,137,3,208,1,failure,no
26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,196,1,failure,no
23,student,single,secondary,no,1234,no,no,cellular,16,nov,250,1,-1,0,,yes
54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure,no
63,entrepreneur,married,tertiary,no,2707,no,no,telephone,16,nov,57,4,-1,0,,no
37,technician,single,tertiary,no,197,no,no,cellular,16,nov,175,1,200,1,success,yes
33,self-employed,married,tertiary,no,263,no,no,cellular,16,nov,79,4,94,3,failure,no
43,management,married,tertiary,no,3186,no,no,cellular,16,nov,380,1,88,1,failure,yes
62,technician,married,secondary,no,135,yes,no,telephone,16,nov,446,13,96,1,other,no
49,technician,divorced,secondary,no,972,no,no,cellular,16,nov,104,3,175,2,failure,no
21,student,single,secondary,no,347,no,no,cellular,16,nov,77,1,-1,0,,no
56,management,married,primary,no,870,no,no,cellular,16,nov,257,1,-1,0,,yes
35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,2,95,1,failure,yes
30,admin.,married,tertiary,no,42,yes,yes,cellular,16,nov,75,1,-1,0,,no
47,management,married,tertiary,no,999,no,no,cellular,16,nov,111,1,94,1,other,no
24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,94,2,success,yes
33,blue-collar,married,primary,no,195,no,no,cellular,16,nov,984,5,-1,0,,yes
31,student,single,,no,376,no,no,cellular,16,nov,202,1,96,2,other,no
75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,yes
40,admin.,married,tertiary,no,764,yes,no,,17,nov,85,1,-1,0,,yes
62,retired,married,secondary,no,298,no,no,cellular,17,nov,709,2,-1,0,,yes
63,retired,married,secondary,no,708,no,no,cellular,17,nov,168,2,-1,0,,no
52,management,married,tertiary,no,583,no,no,cellular,17,nov,209,1,91,2,failure,yes
62,management,married,tertiary,no,10373,no,no,cellular,17,nov,140,3,97,3,failure,no
57,housemaid,divorced,primary,no,8278,no,no,cellular,17,nov,408,3,-1,0,,no
55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,2,91,1,success,yes
71,retired,married,secondary,no,5715,no,no,cellular,17,nov,747,2,-1,0,,yes
59,self-employed,married,tertiary,no,2013,no,no,cellular,17,nov,409,2,-1,0,,yes
78,retired,married,tertiary,no,1204,no,no,telephone,17,nov,135,1,-1,0,,yes
35,technician,married,secondary,no,4922,yes,no,cellular,17,nov,393,4,201,17,other,yes
52,technician,married,secondary,no,234,no,no,cellular,17,nov,255,1,-1,0,,yes
29,unemployed,single,primary,no,1374,no,no,cellular,17,nov,309,3,208,4,success,yes
42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,,yes
53,technician,married,secondary,no,163,yes,yes,cellular,24,nov,108,1,-1,0,,no
52,housemaid,married,,no,2337,yes,no,cellular,24,nov,190,3,91,11,failure,no
37,management,married,tertiary,no,0,no,no,cellular,24,nov,187,2,-1,0,,no
61,admin.,divorced,tertiary,no,89,no,no,cellular,24,nov,141,2,95,2,other,no
38,management,single,secondary,no,293,no,yes,cellular,24,nov,166,2,-1,0,,no
70,retired,married,primary,no,3230,no,no,cellular,24,nov,112,1,-1,0,,no
24,blue-collar,single,primary,no,1033,yes,no,cellular,24,nov,283,1,-1,0,,no
20,student,single,secondary,no,215,no,no,cellular,24,nov,325,1,95,5,success,yes
42,management,married,primary,no,5310,yes,no,cellular,25,nov,968,2,97,4,success,yes
49,management,married,tertiary,no,2187,no,no,cellular,25,nov,92,2,-1,0,,no
27,technician,single,tertiary,no,11862,no,no,cellular,25,nov,285,2,97,7,success,yes
30,management,single,tertiary,no,265,no,no,cellular,25,nov,295,1,93,3,success,no
23,student,single,secondary,no,922,no,no,cellular,25,nov,242,1,85,8,failure,no
36,admin.,married,tertiary,no,0,no,no,cellular,25,nov,106,1,205,2,other,no
61,technician,married,primary,no,2282,no,no,cellular,25,nov,1092,1,-1,0,,no
51,admin.,married,secondary,no,1216,no,no,cellular,25,nov,421,1,-1,0,,no
33,management,married,tertiary,no,334,no,no,cellular,25,nov,87,1,-1,0,,no
31,management,single,tertiary,no,9421,no,no,cellular,25,nov,372,1,-1,0,,yes
39,technician,married,secondary,no,1820,no,no,cellular,25,nov,103,1,-1,0,,no
53,technician,married,secondary,no,65,no,no,cellular,25,nov,99,1,92,2,failure,no
31,admin.,single,secondary,no,4198,no,no,cellular,25,nov,234,1,-1,0,,yes
38,management,married,,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
28,student,single,secondary,no,1925,no,no,cellular,25,nov,487,1,97,2,failure,yes
38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes
72,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,1,91,1,success,yes
