age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,pdays,previous,poutcome,season
48,admin.,single,secondary,no,1234,yes,no,cellular,8,apr,once,never,never,unknown,spring
23,services,single,secondary,no,1393,yes,yes,cellular,18,may,more than once,never,never,unknown,spring
52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,6,may,once,never,never,unknown,spring
39,services,married,tertiary,no,1493,no,no,cellular,9,feb,more than once,never,never,unknown,winter
32,technician,single,tertiary,no,92,yes,no,unknown,28,may,once,never,never,unknown,spring
37,management,married,tertiary,no,0,yes,no,cellular,4,feb,once,never,never,unknown,winter
50,blue-collar,divorced,secondary,no,881,yes,yes,cellular,20,apr,once,never,never,unknown,spring
47,technician,divorced,unknown,no,442,yes,no,cellular,11,may,once,never,never,unknown,spring
31,services,single,secondary,yes,68,yes,no,unknown,9,may,more than once,never,never,unknown,spring
30,services,single,secondary,no,194,yes,no,cellular,12,may,more than once,plus 6 months,less than 5,other,spring
34,housemaid,married,secondary,no,4,yes,no,cellular,8,may,more than once,never,never,unknown,spring
35,management,single,tertiary,no,1423,yes,no,unknown,20,may,once,never,never,unknown,spring
35,technician,single,secondary,no,1,no,no,unknown,30,may,more than once,never,never,unknown,spring
24,admin.,single,secondary,no,1725,yes,no,cellular,7,may,once,never,never,unknown,spring
27,blue-collar,married,unknown,no,-442,yes,no,unknown,30,may,more than once,never,never,unknown,spring
46,services,married,secondary,no,9,no,no,unknown,16,may,more than once,never,never,unknown,spring
54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,once,6 months,less than 5,failure,spring
31,management,married,tertiary,no,2196,yes,no,cellular,26,may,more than once,never,never,unknown,spring
40,management,single,tertiary,no,1361,no,no,cellular,29,jan,once,never,never,unknown,winter
31,management,married,secondary,no,625,yes,no,cellular,7,apr,once,6 months,less than 5,failure,spring
25,student,single,secondary,no,1116,yes,no,cellular,2,mar,more than once,never,never,unknown,spring
45,services,single,secondary,no,482,yes,yes,unknown,30,may,more than once,never,never,unknown,spring
30,blue-collar,single,secondary,no,3532,yes,no,unknown,26,may,more than once,never,never,unknown,spring
52,blue-collar,married,secondary,no,691,yes,no,unknown,29,may,once,never,never,unknown,spring
44,blue-collar,single,unknown,no,2167,yes,no,unknown,7,may,once,never,never,unknown,spring
38,technician,divorced,secondary,no,1333,yes,yes,unknown,28,may,once,never,never,unknown,spring
36,management,married,tertiary,no,222,yes,no,cellular,6,may,once,6 months,less than 5,failure,spring
46,management,divorced,tertiary,no,461,no,no,cellular,30,dec,more than once,never,never,unknown,winter
42,technician,married,secondary,no,315,yes,no,cellular,5,feb,once,plus 6 months,less than 5,failure,winter
66,management,married,unknown,no,2149,yes,no,cellular,26,may,more than once,6 months,more than 5,success,spring
36,blue-collar,married,secondary,no,141,yes,no,unknown,23,may,more than once,never,never,unknown,spring
29,management,single,tertiary,no,176,no,no,cellular,9,feb,more than once,never,never,unknown,winter
30,admin.,single,tertiary,no,41,yes,no,cellular,15,feb,more than once,plus 6 months,less than 5,success,winter
35,blue-collar,married,primary,no,2281,yes,no,cellular,18,may,more than once,plus 6 months,less than 5,other,spring
38,management,married,tertiary,no,66,yes,no,unknown,8,may,once,never,never,unknown,spring
40,admin.,married,secondary,no,168,yes,no,cellular,7,may,more than once,6 months,less than 5,failure,spring
27,management,single,tertiary,no,212,yes,no,cellular,15,may,once,never,never,unknown,spring
33,admin.,single,tertiary,no,193,no,no,unknown,5,may,more than once,never,never,unknown,spring
46,services,divorced,primary,no,3854,yes,no,cellular,17,apr,more than once,6 months,less than 5,other,spring
42,entrepreneur,married,primary,no,558,yes,no,cellular,6,may,more than once,never,never,unknown,spring
37,admin.,single,secondary,no,3049,yes,yes,unknown,29,may,once,never,never,unknown,spring
34,blue-collar,married,secondary,no,1575,yes,no,unknown,27,may,more than once,never,never,unknown,spring
55,retired,married,secondary,no,0,no,yes,unknown,5,may,once,never,never,unknown,spring
40,admin.,divorced,secondary,no,2129,no,no,cellular,30,apr,once,never,never,unknown,spring
39,management,single,tertiary,no,307,no,no,cellular,22,may,more than once,never,never,unknown,spring
48,management,single,tertiary,no,145,yes,no,unknown,26,may,more than once,never,never,unknown,spring
29,management,married,tertiary,no,246,yes,no,unknown,9,may,once,never,never,unknown,spring
36,blue-collar,married,secondary,no,7579,yes,no,unknown,20,may,once,never,never,unknown,spring
56,blue-collar,married,secondary,no,-382,yes,no,unknown,15,may,more than once,never,never,unknown,spring
44,technician,single,secondary,no,250,no,no,telephone,2,mar,more than once,never,never,unknown,spring
39,blue-collar,married,primary,no,-432,yes,no,unknown,8,may,more than once,never,never,unknown,spring
37,management,married,primary,no,1404,yes,no,cellular,2,feb,once,never,never,unknown,winter
33,technician,divorced,secondary,no,0,yes,no,cellular,7,may,more than once,never,never,unknown,spring
42,admin.,single,secondary,no,151,yes,no,telephone,5,may,more than once,never,never,unknown,spring
28,blue-collar,married,secondary,no,59,yes,yes,unknown,23,may,more than once,never,never,unknown,spring
37,management,married,tertiary,no,3654,no,no,cellular,26,feb,once,plus 6 months,less than 5,other,winter
47,admin.,divorced,tertiary,no,846,yes,no,cellular,13,may,more than once,plus 12 months,less than 5,failure,spring
43,management,single,tertiary,no,11891,no,no,cellular,4,dec,more than once,plus 6 months,less than 5,success,winter
47,blue-collar,divorced,primary,no,603,yes,yes,cellular,8,may,once,never,never,unknown,spring
47,entrepreneur,married,unknown,no,676,yes,yes,cellular,14,may,more than once,plus 6 months,less than 5,failure,spring
30,blue-collar,married,primary,no,-5,yes,no,cellular,18,may,more than once,never,never,unknown,spring
43,blue-collar,married,secondary,no,2706,yes,yes,unknown,14,may,once,never,never,unknown,spring
34,blue-collar,married,primary,no,905,yes,no,unknown,30,may,more than once,never,never,unknown,spring
55,services,married,secondary,no,560,yes,no,unknown,9,may,more than once,never,never,unknown,spring
52,management,single,tertiary,no,824,no,no,cellular,8,may,once,plus 6 months,less than 5,failure,spring
30,technician,single,secondary,no,156,yes,no,cellular,25,may,more than once,plus 6 months,less than 5,failure,spring
41,management,single,tertiary,no,1216,yes,no,unknown,21,may,more than once,never,never,unknown,spring
29,blue-collar,married,secondary,no,47,yes,yes,cellular,15,may,once,never,never,unknown,spring
36,services,single,secondary,no,417,yes,no,cellular,6,feb,more than once,plus 6 months,less than 5,failure,winter
48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,once,never,never,unknown,spring
39,management,single,secondary,no,247,yes,no,unknown,20,may,more than once,never,never,unknown,spring
42,technician,married,tertiary,no,757,no,no,cellular,30,apr,once,6 months,less than 5,success,spring
30,management,divorced,tertiary,no,477,yes,no,telephone,6,may,once,never,never,unknown,spring
52,unemployed,married,secondary,no,32,yes,no,unknown,29,may,more than once,never,never,unknown,spring
40,technician,married,secondary,no,503,yes,no,unknown,14,may,more than once,never,never,unknown,spring
42,blue-collar,married,primary,no,784,no,no,cellular,28,apr,more than once,never,never,unknown,spring
25,services,single,secondary,no,216,yes,no,cellular,14,may,more than once,never,never,unknown,spring
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,feb,once,never,never,unknown,winter
42,management,married,tertiary,no,0,yes,no,cellular,8,may,once,plus 6 months,less than 5,failure,spring
23,technician,single,secondary,no,4,yes,no,cellular,8,may,once,never,never,unknown,spring
29,student,single,tertiary,no,559,no,no,cellular,3,feb,more than once,never,never,unknown,winter
30,student,single,tertiary,no,-679,yes,no,unknown,23,may,more than once,never,never,unknown,spring
39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,more than once,plus 6 months,less than 5,failure,winter
30,blue-collar,married,primary,yes,0,yes,yes,unknown,28,may,more than once,never,never,unknown,spring
29,technician,single,secondary,no,156,yes,no,unknown,27,may,more than once,never,never,unknown,spring
59,management,married,tertiary,no,0,yes,yes,cellular,20,apr,once,never,never,unknown,spring
55,management,married,primary,no,366,yes,no,cellular,14,may,once,plus 6 months,less than 5,failure,spring
46,technician,married,secondary,no,278,yes,no,cellular,12,may,once,plus 6 months,less than 5,failure,spring
43,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,once,never,never,unknown,spring
61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,more than once,6 months,less than 5,success,winter
77,retired,married,secondary,no,638,no,no,cellular,11,feb,once,plus 6 months,less than 5,success,winter
54,services,married,secondary,no,841,yes,no,unknown,8,may,more than once,never,never,unknown,spring
35,management,married,tertiary,no,0,no,no,cellular,22,may,once,never,never,unknown,spring
32,management,married,tertiary,no,71,no,no,cellular,2,feb,once,never,never,unknown,winter
22,student,single,secondary,no,330,yes,no,cellular,18,may,once,never,never,unknown,spring
51,blue-collar,married,secondary,no,26,yes,no,unknown,5,may,once,never,never,unknown,spring
41,services,divorced,secondary,no,0,yes,no,cellular,2,feb,once,never,never,unknown,winter
35,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,once,plus 12 months,less than 5,other,spring
55,management,married,unknown,no,1504,yes,no,cellular,22,may,more than once,never,never,unknown,spring
32,management,married,tertiary,no,6138,no,no,cellular,30,apr,more than once,plus 6 months,more than 5,success,spring
54,management,married,tertiary,no,313,yes,no,unknown,5,may,more than once,never,never,unknown,spring
28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,once,plus 6 months,less than 5,failure,winter
52,services,married,secondary,no,820,yes,no,cellular,2,feb,more than once,never,never,unknown,winter
33,blue-collar,single,secondary,no,272,yes,no,unknown,16,may,more than once,never,never,unknown,spring
36,technician,single,secondary,no,1053,yes,no,unknown,21,may,once,never,never,unknown,spring
51,technician,married,secondary,no,221,yes,no,unknown,7,may,more than once,never,never,unknown,spring
38,management,single,tertiary,no,91,yes,no,unknown,19,may,more than once,never,never,unknown,spring
53,housemaid,married,secondary,no,637,no,no,cellular,28,jan,more than once,never,never,unknown,winter
36,unemployed,married,secondary,yes,-318,yes,no,unknown,15,may,more than once,never,never,unknown,spring
35,management,single,tertiary,no,550,yes,no,unknown,6,may,more than once,never,never,unknown,spring
43,self-employed,married,secondary,no,5564,no,no,cellular,20,apr,more than once,6 months,less than 5,failure,spring
32,technician,single,tertiary,no,2684,yes,no,cellular,18,may,more than once,never,never,unknown,spring
25,entrepreneur,single,tertiary,no,16874,yes,yes,cellular,15,may,more than once,never,never,unknown,spring
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,more than once,never,never,unknown,spring
56,technician,single,primary,no,230,yes,no,unknown,9,may,more than once,never,never,unknown,spring
54,management,married,secondary,no,1394,yes,no,unknown,15,may,more than once,never,never,unknown,spring
35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,more than once,never,never,unknown,spring
29,blue-collar,married,secondary,no,975,yes,no,unknown,27,may,more than once,never,never,unknown,spring
45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,more than once,never,never,unknown,spring
40,services,married,secondary,no,1116,yes,no,cellular,12,may,more than once,plus 6 months,less than 5,failure,spring
32,management,single,tertiary,no,2770,no,no,telephone,6,feb,more than once,never,never,unknown,winter
58,technician,married,unknown,no,71,yes,no,unknown,5,may,once,never,never,unknown,spring
52,admin.,married,secondary,no,876,no,no,unknown,27,may,more than once,never,never,unknown,spring
35,technician,married,secondary,no,451,yes,yes,cellular,12,may,once,never,never,unknown,spring
33,admin.,married,tertiary,no,281,yes,no,cellular,6,may,once,plus 6 months,less than 5,failure,spring
44,management,divorced,tertiary,no,1379,yes,no,unknown,30,may,once,never,never,unknown,spring
34,technician,divorced,secondary,no,3997,yes,no,unknown,20,may,once,never,never,unknown,spring
41,blue-collar,divorced,secondary,no,-333,yes,no,cellular,30,jan,more than once,plus 6 months,less than 5,failure,winter
50,services,married,secondary,no,107,yes,no,unknown,9,may,more than once,never,never,unknown,spring
38,technician,single,secondary,no,884,yes,yes,cellular,17,apr,more than once,6 months,less than 5,failure,spring
35,admin.,married,secondary,no,898,yes,no,cellular,9,apr,once,never,never,unknown,spring
57,management,married,tertiary,no,3431,yes,no,unknown,16,may,once,never,never,unknown,spring
39,blue-collar,married,secondary,no,4430,yes,no,cellular,18,may,more than once,plus 6 months,less than 5,other,spring
50,technician,divorced,secondary,no,0,yes,no,cellular,14,may,more than once,6 months,less than 5,failure,spring
46,blue-collar,married,secondary,no,2836,yes,no,cellular,14,may,more than once,plus 6 months,more than 5,other,spring
38,technician,married,secondary,no,253,yes,no,unknown,5,may,once,never,never,unknown,spring
42,management,divorced,tertiary,no,-259,no,yes,cellular,29,jan,once,never,never,unknown,winter
36,blue-collar,single,unknown,no,185,yes,yes,cellular,17,apr,more than once,never,never,unknown,spring
38,management,single,tertiary,no,7303,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
52,blue-collar,married,primary,no,940,yes,no,cellular,17,apr,once,never,never,unknown,spring
36,management,divorced,tertiary,yes,-1,yes,yes,unknown,23,may,once,never,never,unknown,spring
35,blue-collar,married,secondary,no,731,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
49,technician,married,secondary,no,177,yes,yes,cellular,28,jan,once,plus 6 months,less than 5,failure,winter
28,admin.,single,secondary,no,251,yes,no,unknown,6,may,more than once,never,never,unknown,spring
41,blue-collar,married,secondary,no,0,yes,no,cellular,1,apr,more than once,never,never,unknown,spring
44,services,married,primary,no,1161,yes,no,unknown,19,may,more than once,never,never,unknown,spring
37,blue-collar,married,secondary,no,1114,yes,yes,cellular,6,may,once,never,never,unknown,spring
29,services,single,tertiary,no,8947,yes,no,cellular,4,may,more than once,never,never,unknown,spring
57,management,divorced,tertiary,no,2549,no,no,cellular,30,jan,more than once,plus 6 months,less than 5,failure,winter
32,technician,married,secondary,no,-684,yes,no,cellular,13,may,more than once,plus 6 months,less than 5,other,spring
51,management,divorced,tertiary,no,-227,yes,no,cellular,15,may,once,never,never,unknown,spring
33,management,married,secondary,no,2858,yes,yes,cellular,12,may,once,plus 6 months,less than 5,failure,spring
38,blue-collar,married,secondary,no,566,yes,yes,telephone,17,apr,more than once,plus 6 months,more than 5,other,spring
44,blue-collar,married,secondary,no,508,yes,no,cellular,20,apr,once,6 months,less than 5,failure,spring
38,technician,married,secondary,no,710,yes,no,cellular,17,apr,once,plus 6 months,less than 5,failure,spring
30,management,single,tertiary,no,201,yes,no,cellular,17,mar,more than once,never,never,unknown,spring
51,blue-collar,divorced,secondary,no,113,no,no,cellular,15,may,more than once,never,never,unknown,spring
36,blue-collar,married,secondary,no,342,yes,yes,unknown,21,may,more than once,never,never,unknown,spring
31,admin.,married,secondary,no,223,no,no,cellular,6,may,once,never,never,unknown,spring
44,technician,married,secondary,no,566,yes,yes,cellular,17,apr,once,never,never,unknown,spring
31,admin.,single,secondary,no,747,yes,no,unknown,26,may,more than once,never,never,unknown,spring
33,admin.,married,secondary,no,105,yes,no,unknown,26,may,more than once,never,never,unknown,spring
34,services,married,secondary,yes,421,yes,no,unknown,20,may,more than once,never,never,unknown,spring
45,blue-collar,married,secondary,no,746,yes,no,cellular,11,may,once,never,never,unknown,spring
40,blue-collar,married,secondary,no,100,yes,no,unknown,29,may,more than once,never,never,unknown,spring
32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,once,6 months,less than 5,failure,spring
35,blue-collar,married,secondary,no,514,yes,no,unknown,20,may,more than once,never,never,unknown,spring
38,technician,single,secondary,no,1270,yes,yes,cellular,15,may,once,plus 6 months,more than 5,other,spring
35,blue-collar,married,secondary,no,253,yes,no,cellular,15,may,once,plus 6 months,less than 5,other,spring
41,management,single,tertiary,no,869,no,no,cellular,29,jan,more than once,never,never,unknown,winter
27,admin.,single,secondary,no,298,no,no,cellular,4,feb,more than once,never,never,unknown,winter
42,technician,married,secondary,no,89,yes,no,cellular,5,may,once,never,never,unknown,spring
32,technician,married,secondary,no,1118,yes,yes,unknown,9,may,more than once,never,never,unknown,spring
43,blue-collar,married,secondary,no,19,yes,no,unknown,16,may,once,never,never,unknown,spring
23,housemaid,married,tertiary,no,66,yes,no,cellular,7,may,more than once,never,never,unknown,spring
52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,more than once,never,never,unknown,winter
30,management,married,tertiary,no,1418,yes,yes,cellular,13,apr,more than once,never,never,unknown,spring
24,student,single,tertiary,no,1535,yes,no,unknown,12,may,more than once,never,never,unknown,spring
45,blue-collar,married,tertiary,no,47,yes,no,cellular,28,jan,more than once,never,never,unknown,winter
38,self-employed,single,tertiary,no,1612,yes,no,cellular,8,may,once,never,never,unknown,spring
83,retired,married,secondary,no,0,no,no,cellular,18,mar,more than once,never,never,unknown,spring
42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,more than once,never,never,unknown,spring
29,management,single,tertiary,no,10436,no,no,unknown,27,may,more than once,never,never,unknown,spring
31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,once,never,never,unknown,spring
31,management,married,tertiary,no,40,no,no,cellular,2,feb,more than once,never,never,unknown,winter
50,technician,married,secondary,no,1093,yes,no,unknown,30,may,once,never,never,unknown,spring
29,management,single,tertiary,no,1514,yes,no,telephone,5,may,once,plus 6 months,more than 5,other,spring
34,admin.,married,tertiary,no,37,no,no,cellular,6,feb,once,never,never,unknown,winter
39,management,single,tertiary,no,1457,yes,no,cellular,20,apr,once,never,never,unknown,spring
29,technician,married,secondary,no,266,yes,no,cellular,18,may,once,never,never,unknown,spring
35,self-employed,single,tertiary,no,4213,no,no,cellular,28,jan,once,never,never,unknown,winter
30,student,single,tertiary,no,0,no,no,cellular,6,feb,more than once,never,never,unknown,winter
50,entrepreneur,married,tertiary,no,1605,yes,no,unknown,23,may,more than once,never,never,unknown,spring
39,unknown,single,unknown,no,0,no,no,telephone,28,jan,once,never,never,unknown,winter
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,once,plus 6 months,less than 5,failure,winter
35,technician,married,secondary,no,784,yes,no,cellular,5,may,more than once,never,never,unknown,spring
50,technician,divorced,secondary,no,116,yes,no,cellular,18,may,more than once,plus 6 months,more than 5,other,spring
32,blue-collar,married,primary,no,323,yes,no,unknown,21,may,more than once,never,never,unknown,spring
33,management,married,tertiary,no,62,yes,no,cellular,2,feb,once,plus 6 months,less than 5,failure,winter
29,services,single,secondary,no,2099,yes,yes,unknown,19,may,more than once,never,never,unknown,spring
36,blue-collar,married,secondary,no,779,yes,no,cellular,11,may,once,never,never,unknown,spring
47,entrepreneur,married,primary,no,668,no,no,cellular,12,may,once,never,never,unknown,spring
49,unemployed,divorced,secondary,no,495,yes,no,unknown,16,may,more than once,never,never,unknown,spring
46,management,married,tertiary,no,699,no,no,cellular,30,apr,once,6 months,less than 5,failure,spring
39,blue-collar,married,secondary,no,785,yes,no,cellular,11,may,more than once,never,never,unknown,spring
42,management,single,tertiary,no,2124,yes,no,unknown,15,may,more than once,never,never,unknown,spring
34,blue-collar,married,secondary,no,1226,yes,no,cellular,17,apr,once,never,never,unknown,spring
33,management,married,tertiary,no,26721,no,no,cellular,5,feb,more than once,never,never,unknown,winter
30,management,single,tertiary,no,264,yes,no,cellular,18,may,more than once,plus 12 months,less than 5,other,spring
35,housemaid,married,tertiary,no,11219,no,no,cellular,23,feb,once,plus 6 months,less than 5,failure,winter
35,management,married,tertiary,no,1380,no,no,cellular,23,feb,once,never,never,unknown,winter
34,technician,single,tertiary,no,992,yes,no,cellular,4,may,once,6 months,less than 5,success,spring
25,admin.,single,secondary,no,1235,yes,yes,cellular,14,may,once,plus 6 months,less than 5,failure,spring
53,admin.,married,secondary,no,1228,yes,yes,cellular,8,feb,more than once,plus 6 months,less than 5,success,winter
53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,once,never,never,unknown,spring
27,blue-collar,single,secondary,no,294,yes,yes,unknown,28,may,more than once,never,never,unknown,spring
42,admin.,divorced,secondary,no,490,yes,no,cellular,8,feb,more than once,plus 6 months,less than 5,failure,winter
28,blue-collar,single,secondary,no,5,yes,no,cellular,14,may,more than once,plus 6 months,less than 5,failure,spring
30,admin.,single,secondary,no,1027,yes,no,cellular,27,may,more than once,6 months,less than 5,success,spring
36,management,married,tertiary,no,2283,no,no,cellular,28,jan,more than once,never,never,unknown,winter
28,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,more than once,never,never,unknown,spring
33,technician,single,secondary,no,0,yes,no,cellular,28,jan,more than once,never,never,unknown,winter
47,blue-collar,single,primary,no,159,yes,no,cellular,18,may,more than once,plus 6 months,more than 5,other,spring
41,blue-collar,married,secondary,no,946,yes,no,unknown,6,may,once,never,never,unknown,spring
77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,once,never,never,unknown,spring
56,technician,married,secondary,no,589,yes,no,unknown,29,may,more than once,never,never,unknown,spring
34,services,single,secondary,no,8132,yes,no,unknown,20,may,once,never,never,unknown,spring
54,management,married,tertiary,no,397,yes,no,cellular,11,may,once,never,never,unknown,spring
36,blue-collar,divorced,secondary,no,-140,yes,no,unknown,26,may,more than once,never,never,unknown,spring
64,retired,married,primary,no,2140,no,no,cellular,16,mar,more than once,6 months,less than 5,failure,spring
27,self-employed,single,secondary,no,923,no,no,cellular,5,feb,once,never,never,unknown,winter
48,admin.,single,secondary,no,96,yes,no,unknown,8,may,once,never,never,unknown,spring
38,technician,married,secondary,no,275,yes,no,cellular,3,apr,more than once,plus 6 months,less than 5,failure,spring
33,technician,married,secondary,no,-204,no,no,cellular,15,may,more than once,never,never,unknown,spring
33,management,married,unknown,no,18347,yes,no,unknown,23,may,once,never,never,unknown,spring
44,management,married,secondary,no,2897,no,no,cellular,5,apr,once,plus 6 months,less than 5,other,spring
46,entrepreneur,single,tertiary,no,1410,yes,no,telephone,13,may,more than once,6 months,more than 5,failure,spring
32,technician,married,secondary,yes,-71,yes,no,unknown,28,may,more than once,never,never,unknown,spring
46,entrepreneur,married,secondary,no,404,yes,no,telephone,12,may,more than once,plus 6 months,less than 5,failure,spring
42,management,married,tertiary,no,1,no,no,unknown,14,may,once,never,never,unknown,spring
33,housemaid,married,tertiary,no,98,yes,yes,unknown,7,may,once,never,never,unknown,spring
38,blue-collar,married,primary,no,0,yes,no,cellular,8,may,more than once,never,never,unknown,spring
32,services,married,secondary,no,2833,yes,no,cellular,30,mar,once,never,never,unknown,spring
47,self-employed,married,primary,no,3363,no,no,cellular,5,may,once,never,never,unknown,spring
30,technician,single,tertiary,no,0,yes,no,unknown,28,may,once,never,never,unknown,spring
38,admin.,married,unknown,no,28,no,no,unknown,20,may,once,never,never,unknown,spring
56,blue-collar,married,primary,no,309,yes,no,cellular,14,may,more than once,plus 12 months,less than 5,failure,spring
28,self-employed,single,tertiary,no,805,no,no,cellular,26,may,once,6 months,less than 5,success,spring
56,blue-collar,divorced,secondary,no,9698,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
30,unemployed,single,primary,no,15261,no,no,cellular,9,feb,more than once,never,never,unknown,winter
46,blue-collar,married,secondary,no,961,yes,no,telephone,17,apr,more than once,never,never,unknown,spring
25,technician,single,secondary,no,9154,yes,no,telephone,4,may,more than once,never,never,unknown,spring
27,blue-collar,single,secondary,no,-208,yes,no,unknown,21,may,more than once,never,never,unknown,spring
60,blue-collar,married,secondary,no,1407,yes,no,cellular,14,may,once,plus 12 months,less than 5,failure,spring
42,unemployed,married,primary,no,75,yes,no,cellular,4,feb,once,never,never,unknown,winter
33,management,married,tertiary,no,133,yes,no,unknown,26,may,more than once,never,never,unknown,spring
43,blue-collar,married,primary,no,34,yes,no,unknown,8,may,more than once,never,never,unknown,spring
42,services,married,secondary,no,508,yes,no,unknown,30,may,once,never,never,unknown,spring
42,management,married,tertiary,no,8794,yes,no,unknown,29,may,more than once,never,never,unknown,spring
30,technician,married,secondary,no,-280,yes,no,cellular,17,apr,more than once,plus 6 months,less than 5,failure,spring
40,technician,married,primary,no,6110,yes,no,unknown,16,may,once,never,never,unknown,spring
28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,more than once,plus 6 months,less than 5,failure,winter
43,management,married,primary,no,8167,yes,no,unknown,19,may,more than once,never,never,unknown,spring
43,services,married,secondary,no,0,yes,no,unknown,27,may,once,never,never,unknown,spring
41,management,married,secondary,no,218,yes,no,unknown,16,may,once,never,never,unknown,spring
54,blue-collar,married,secondary,no,5210,yes,yes,unknown,30,may,more than once,never,never,unknown,spring
47,blue-collar,married,primary,no,1092,no,yes,unknown,30,may,more than once,never,never,unknown,spring
56,management,married,primary,no,93,yes,no,unknown,7,may,more than once,never,never,unknown,spring
45,blue-collar,married,primary,no,305,yes,no,cellular,4,feb,once,never,never,unknown,winter
32,admin.,divorced,secondary,no,335,yes,no,unknown,21,may,more than once,never,never,unknown,spring
35,services,married,secondary,no,868,no,no,cellular,6,feb,once,never,never,unknown,winter
28,student,married,tertiary,no,327,yes,no,cellular,15,may,more than once,never,never,unknown,spring
20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,once,never,never,unknown,spring
54,technician,married,secondary,no,433,no,no,cellular,29,jan,more than once,never,never,unknown,winter
22,admin.,single,secondary,no,-1,yes,no,unknown,9,may,once,never,never,unknown,spring
33,blue-collar,married,primary,no,1064,yes,no,cellular,7,apr,once,plus 6 months,less than 5,failure,spring
36,blue-collar,married,secondary,no,0,no,no,unknown,8,may,more than once,never,never,unknown,spring
35,admin.,married,secondary,no,430,yes,no,cellular,17,apr,once,plus 6 months,less than 5,failure,spring
54,management,married,secondary,no,282,yes,yes,unknown,5,may,once,never,never,unknown,spring
28,entrepreneur,single,tertiary,no,104,no,no,cellular,30,apr,once,never,never,unknown,spring
37,blue-collar,divorced,secondary,no,-333,yes,no,unknown,27,may,once,never,never,unknown,spring
49,services,married,secondary,no,-8,yes,no,unknown,8,may,once,never,never,unknown,spring
36,technician,married,secondary,no,58,no,no,cellular,3,feb,more than once,never,never,unknown,winter
34,blue-collar,married,secondary,no,-100,yes,no,unknown,13,may,more than once,never,never,unknown,spring
48,blue-collar,married,secondary,no,1,no,no,unknown,5,may,more than once,never,never,unknown,spring
57,technician,married,unknown,no,1617,yes,no,unknown,7,may,more than once,never,never,unknown,spring
32,unemployed,married,secondary,no,262,no,no,cellular,29,jan,once,never,never,unknown,winter
41,blue-collar,single,primary,no,1649,yes,no,unknown,16,may,more than once,never,never,unknown,spring
39,technician,divorced,secondary,no,807,yes,yes,cellular,13,may,once,plus 6 months,more than 5,failure,spring
52,retired,divorced,primary,no,-779,yes,yes,cellular,17,apr,once,never,never,unknown,spring
43,management,married,tertiary,no,1188,no,no,cellular,27,may,more than once,never,never,unknown,spring
48,unemployed,married,secondary,no,41,yes,no,unknown,5,may,more than once,never,never,unknown,spring
32,blue-collar,married,secondary,no,0,yes,no,unknown,28,may,more than once,never,never,unknown,spring
42,self-employed,married,tertiary,no,52,yes,no,cellular,16,apr,once,never,never,unknown,spring
46,management,divorced,tertiary,no,-154,yes,yes,unknown,27,may,more than once,never,never,unknown,spring
32,services,married,secondary,no,183,yes,no,cellular,9,feb,more than once,never,never,unknown,winter
34,blue-collar,divorced,primary,no,172,yes,no,cellular,17,apr,once,never,never,unknown,spring
55,admin.,married,unknown,no,2038,no,no,cellular,9,apr,once,never,never,unknown,spring
32,blue-collar,single,primary,no,181,yes,no,cellular,6,may,once,never,never,unknown,spring
53,entrepreneur,married,tertiary,no,54,yes,yes,cellular,6,may,once,6 months,less than 5,failure,spring
38,management,married,tertiary,no,63,yes,no,unknown,21,may,once,never,never,unknown,spring
28,management,single,tertiary,no,145,yes,no,cellular,20,apr,once,never,never,unknown,spring
53,blue-collar,married,primary,no,25,yes,no,unknown,6,may,more than once,never,never,unknown,spring
37,blue-collar,married,primary,no,95,yes,no,cellular,5,feb,more than once,plus 6 months,less than 5,failure,winter
50,blue-collar,divorced,secondary,no,-1,yes,no,telephone,20,apr,once,never,never,unknown,spring
44,admin.,divorced,secondary,no,21,yes,no,cellular,13,apr,more than once,never,never,unknown,spring
33,services,married,secondary,no,-52,yes,no,cellular,18,may,once,never,never,unknown,spring
